Apple iPhone 13 (128GB) - Starlight,Apple iPhone 13 Pro (128GB) - Sierra Blue,Apple iPhone 13 (128GB) - Blue,"Google Pixel 6a 5G (Chalk, 6GB RAM, 128GB Storage)",Apple iPhone 13 (128GB) - Starlight,Apple iPhone 13 (256GB) - Blue,Apple iPhone 13 (128GB) - Midnight,Apple iPhone 13 (128GB) - Pink,Apple iPhone 13 (128GB) - Green,Apple iPhone 13 (128GB) - (Product) RED,Apple iPhone 13 (256GB) - Pink,Apple iPhone 13 (256GB) - Midnight,Apple iPhone 13 (256 GB) - Green,Apple iPhone 13 (256GB) - Blue,Apple iPhone 13 (256GB) - Starlight,Apple iPhone 13 (256GB) - (Product) RED,Apple iPhone 13 Pro (128GB) - Sierra Blue,Apple iPhone 13 Pro Max (128GB) - Sierra Blue,Apple iPhone 13 Mini (256GB) - Starlight
"69,900","1,08,900","69,999","35,100","69,900","76,900","69,999","69,900","67,900","67,900","76,900","76,900","74,900","76,900","76,900","74,900","1,08,900","1,19,900","74,369"
